hotel,price,score,avg review,reviews count,address,room_type,bed_type,extra_charges,hotel_rating,number_of_nights,number_of_adult,actual_price,breakfast_included,free_cancellation,checkin,checkout,amenities
Hotel Park Tree Near Delhi Airport,"₹ 2,205",6.8,Review score,62,"South West, New Delhi",Deluxe Room,1 large double bed,+₹ 265 taxes and charges,3,1 night, 2 adults,"₹ 4,899",False,True,2023-11-07,2023-11-08,"Non-smoking rooms, Room service, Family rooms, Free parking, Free WiFi, 24-hour front desk, Terrace, Garden, Tea/coffee maker in all rooms, Breakfast"
OYO Hotel J P Inn Near Satyam Inox Patel Nagar,"₹ 1,596",4.0,Review score,26,New Delhi,Deluxe Triple Room,1 large double bed,+₹ 224 taxes and charges,3,1 night, 2 adults,"₹ 2,456",False,True,2023-11-07,2023-11-08,NA
Airport hotel Golden Bliss,₹ 999,6.7,Review score,237,"Mahipalpur, New Delhi",Budget Double Room,1 double bed,+₹ 120 taxes and charges,3,1 night, 2 adults,₹ 999,False,True,2023-11-07,2023-11-08,"Airport shuttle, Non-smoking rooms, Room service, Family rooms, Free WiFi, 24-hour front desk, Terrace, Laundry, Daily housekeeping, Breakfast"
Radisson Blu Plaza Delhi Airport,"₹ 14,490",8.1,Very good,"5,625","Mahipalpur, New Delhi",Superior Room with Happy Hours 03:00 PM to 06:00 PM 1+1 & Free Pick up and drop to Worldmark Aerocity (subject to car availability),Beds: 1 double or 2 singles,"+₹ 3,333 taxes and charges",5,1 night, 2 adults,"₹ 14,490",False,True,2023-11-07,2023-11-08,"Outdoor swimming pool, Airport shuttle, Non-smoking rooms, Room service, Spa and wellness centre, Restaurant, Family rooms, Tea/coffee maker in all rooms, Bar, Very good breakfast"
OYO Flagship 81150 Hotel Milan Grand,"₹ 3,052",NA,NA,NA,"East Delhi, New Delhi",Classic Triple Room,1 large double bed,+₹ 398 taxes and charges,3,1 night, 2 adults,"₹ 3,052",False,True,2023-11-07,2023-11-08,"Room service, 24-hour front desk, Daily housekeeping, Air conditioning"
FabHotel Next Home Prime,"₹ 3,822",8.3,Very good,3,"IMT Manesar, Gurgaon",Deluxe Room,1 double bed,+₹ 459 taxes and charges,0,1 night, 2 adults,"₹ 3,822",True,True,2023-11-07,2023-11-08,"Non-smoking rooms, Room service, Family rooms, Free WiFi, 24-hour front desk, Breakfast"
Country farms,"₹ 8,250",NA,NA,NA,Greater Noida,Villa,"9 beds (2 doubles, 4 bunk beds, 3 sofa beds)","+₹ 1,485 taxes and charges",0,1 night, 2 adults,"₹ 8,250",False,True,2023-11-07,2023-11-08,"Swimming Pool, Free parking, Free WiFi, Breakfast"
Jaypee Vasant Continental,"₹ 10,000",7.3,Good,557,"Vasant Vihar, New Delhi",Deluxe Double or Twin Room with with 10% discount on food and soft beverages (Not on In room dining ),Beds: 1 double or 2 singles,"+₹ 1,800 taxes and charges",5,1 night, 2 adults,"₹ 10,000",False,True,2023-11-07,2023-11-08,"Outdoor swimming pool, Airport shuttle, Non-smoking rooms, Room service, Spa and wellness centre, Restaurant, Fitness centre, Tea/coffee maker in all rooms, Bar, Good breakfast"
Hotel Asian Blue IGi Airport Delhi,₹ 900,8.2,Very good,160,"South West, New Delhi",Deluxe Double or Twin Room,1 large double bed,+₹ 108 taxes and charges,3,1 night, 2 adults,"₹ 2,249",True,True,2023-11-07,2023-11-08,"Non-smoking rooms, Room service, Spa and wellness centre, Family rooms, Fitness centre, Free parking, Facilities for disabled guests, Free WiFi, Bar, Superb breakfast"
OYO The Royal Plaza,"₹ 1,527",NA,NA,NA,Bulandshahr,Classic Triple Room,1 large double bed,+₹ 215 taxes and charges,3,1 night, 2 adults,"₹ 2,350",False,True,2023-11-07,2023-11-08,Room service
FabExpress Pearl Robe,"₹ 3,823",7.5,Good,65,"Mahipalpur, New Delhi",Deluxe Room,1 double bed,+₹ 459 taxes and charges,3,1 night, 2 adults,"₹ 3,823",False,True,2023-11-07,2023-11-08,"Room service, Free WiFi, 24-hour front desk, Laundry, Daily housekeeping"
Zone Connect Saket Delhi,"₹ 8,099",6.4,Review score,264,"Saket, New Delhi",Connect Room,1 extra-large double bed,"+₹ 1,458 taxes and charges",4,1 night, 2 adults,"₹ 8,099",True,True,2023-11-07,2023-11-08,"Non-smoking rooms, Room service, Restaurant, Free parking, Facilities for disabled guests, Free WiFi, 24-hour front desk, Terrace, Tea/coffee maker in all rooms, Breakfast"
FAIRLIE HOTELS & RESORTS,"₹ 6,500",8.7,Fabulous,4,"South Delhi, New Delhi",Superior Double Room,1 extra-large double bed,+₹ 780 taxes and charges,4,1 night, 2 adults,"₹ 6,500",False,True,2023-11-07,2023-11-08,"Outdoor swimming pool, Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Facilities for disabled guests, Free WiFi, Tea/coffee maker in all rooms, Breakfast"
Hotel Stanley - Near Delhi International Airport,"₹ 1,800",6.2,Review score,301,"South West, New Delhi",Deluxe King Room,"2 beds (1 double, 1 futon)",+₹ 216 taxes and charges,4,1 night, 2 adults,"₹ 4,999",False,True,2023-11-07,2023-11-08,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Facilities for disabled guests, Tea/coffee maker in all rooms, Bar, Breakfast"
"Udman By Ferns N Petals, Gurugram","₹ 7,512",8.8,Fabulous,18,"Golf Course Road, Gurgaon",Superior Double Room,1 extra-large double bed,"+₹ 1,352 taxes and charges",4,1 night, 2 adults,"₹ 8,077",False,True,2023-11-07,2023-11-08,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Free WiFi, 24-hour front desk, Tea/coffee maker in all rooms, Breakfast"
Airport Hotel Dev Residency - Mahipalpur,"₹ 3,509",8.0,Very good,234,"Mahipalpur, New Delhi",Deluxe Double Room,1 large double bed,+₹ 421 taxes and charges,3,1 night, 2 adults,"₹ 3,509",True,True,2023-11-07,2023-11-08,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Free WiFi, 24-hour front desk, Terrace, Superb breakfast"
Anant Royal,"₹ 1,720",5.7,Review score,8,Govardhan,Double Room,1 large double bed,+₹ 206 taxes and charges,0,1 night, 2 adults,"₹ 1,720",False,True,2023-11-07,2023-11-08,"Family rooms, Free WiFi"
Super OYO Flagship SK Residency Rohini Near Rithala Metro Station,"₹ 1,595",5.5,Review score,4,"Rohini, New Delhi",Classic Triple Room,1 large double bed,+₹ 223 taxes and charges,3,1 night, 2 adults,"₹ 2,454",False,True,2023-11-07,2023-11-08,"Room service, Family rooms, 24-hour front desk, Daily housekeeping, Air conditioning"
OYO Flagship Red Carmine 2 Near Sarita Vihar Metro Station,"₹ 1,527",1.0,Review score,2,"South Delhi, New Delhi",Classic Triple Room,1 large double bed,+₹ 215 taxes and charges,3,1 night, 2 adults,"₹ 2,350",False,True,2023-11-07,2023-11-08,"Room service, 24-hour front desk, Daily housekeeping, Air conditioning"
Stay Studio Hotel & Residences,"₹ 3,654",8.3,Very good,59,"Palam Vihar, Gurgaon",Double Room,1 extra-large double bed,+₹ 438 taxes and charges,0,1 night, 2 adults,"₹ 3,654",False,True,2023-11-07,2023-11-08,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Facilities for disabled guests, 24-hour front desk, Tea/coffee maker in all rooms, Breakfast"
OYO Royal Residency Near Worlds of Wonder,"₹ 1,697",2.3,Review score,9,Kalkaji Devi,Standard Double Room,1 extra-large double bed,+₹ 236 taxes and charges,3,1 night, 2 adults,"₹ 2,611",False,True,2023-11-07,2023-11-08,
Hotel De'Capitol - New Delhi Airport,"₹ 1,801",7.2,Good,340,"South West, New Delhi",Deluxe Double Room,1 double bed,+₹ 216 taxes and charges,4,1 night, 2 adults,"₹ 2,401",True,True,2023-11-07,2023-11-08,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, 24-hour front desk, Laundry, Daily housekeeping, Good breakfast"
FabExpress Rasa Arcade,"₹ 3,610",7.5,Good,20,Ghaziabad,Deluxe Room,1 double bed,+₹ 433 taxes and charges,3,1 night, 2 adults,"₹ 3,610",False,True,2023-11-07,2023-11-08,"Room service, Free WiFi, Breakfast"
Aravali Inn,"₹ 1,749",6.1,Review score,25,"South Delhi, New Delhi",Superior King Room,1 extra-large double bed,+₹ 210 taxes and charges,4,1 night, 2 adults,"₹ 1,749",False,True,2023-11-07,2023-11-08,"Room service, Family rooms, Free parking, 24-hour front desk, Laundry, Daily housekeeping, Air conditioning, Tea/coffee maker in all rooms, Breakfast"
Grand Godwin Near NDLS Railway Station- Paharganj,"₹ 5,000",7.1,Good,240,"Paharganj, New Delhi",Standard Double or Twin Room,Beds: 1 double or 2 singles,+₹ 600 taxes and charges,3,1 night, 2 adults,"₹ 5,000",False,True,2023-11-07,2023-11-08,"Non-smoking rooms, Room service, Restaurant, Free parking, Facilities for disabled guests, Free WiFi, 24-hour front desk, Terrace, Tea/coffee maker in all rooms, Good breakfast"
Hotel GODWIN DELUXE - New Delhi Railway Station - Paharganj,"₹ 4,500",7.1,Good,136,"Paharganj, New Delhi",Standard Double Room,1 double bed,+₹ 540 taxes and charges,3,1 night, 2 adults,"₹ 4,500",False,True,2023-11-07,2023-11-08,"Airport shuttle (free), Non-smoking rooms, Room service, Restaurant, Free parking, Facilities for disabled guests, Free WiFi, 24-hour front desk, Tea/coffee maker in all rooms, Breakfast"
Itsy By Treebo - Dr Regency,"₹ 5,179",5.0,Review score,121,"Safdarjung Enclave, New Delhi",Standard Double Room,1 extra-large double bed,+₹ 622 taxes and charges,3,1 night, 2 adults,"₹ 6,474",True,True,2023-11-07,2023-11-08,"Room service, Family rooms, Free parking, Free WiFi, 24-hour front desk, Laundry, Daily housekeeping, Air conditioning"
Airport Hotel IVY,₹ 840,7.9,Good,425,"South West, New Delhi",Deluxe Room,1 extra-large double bed,+₹ 101 taxes and charges,3,1 night, 2 adults,"₹ 2,099",True,True,2023-11-07,2023-11-08,"Airport shuttle, Non-smoking rooms, Room service, Spa and wellness centre, Family rooms, Fitness centre, Free parking, Tea/coffee maker in all rooms, Bar, Exceptional breakfast"
"Willow Woods Farm house, Gurugram","₹ 6,300",10,Exceptional,6,Sohna,Two-Bedroom Bungalow,2 extra-large double beds,+₹ 756 taxes and charges,0,1 night, 2 adults,"₹ 6,300",False,True,2023-11-07,2023-11-08,"Free parking, Free WiFi"
Hotel Star Corporate sector 70,"₹ 1,742",8.2,Very good,6,Noida,Deluxe Double Room (2 Adults + 1 Child),1 double bed,+₹ 209 taxes and charges,3,1 night, 2 adults,"₹ 1,742",False,False,2023-11-07,2023-11-08,"Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Breakfast"
Shanti Residency,"₹ 1,425",7.3,Good,27,"South Delhi, New Delhi",Budget Double Room,1 double bed,+₹ 171 taxes and charges,0,1 night, 2 adults,"₹ 1,425",False,True,2023-11-07,2023-11-08,"Non-smoking rooms, Room service, Parking, Free WiFi, 24-hour front desk, Terrace, Laundry, Air conditioning, Breakfast"
Hotel Citizen New Delhi,"₹ 4,094",7.6,Good,367,"Mahipalpur, New Delhi",Deluxe Room,1 extra-large double bed,+₹ 491 taxes and charges,3,1 night, 2 adults,"₹ 4,094",True,True,2023-11-07,2023-11-08,"Non-smoking rooms, Room service, Spa and wellness centre, Restaurant, Family rooms, Free parking, 24-hour front desk, Terrace, Air conditioning, Very good breakfast"
The Aster Karol Bagh,"₹ 2,774",7.0,Good,86,"Karol bagh, New Delhi",Deluxe Room,1 extra-large double bed,+₹ 333 taxes and charges,3,1 night, 2 adults,"₹ 3,650",True,True,2023-11-07,2023-11-08,"Airport shuttle, Non-smoking rooms, Room service, Family rooms, Free WiFi, 24-hour front desk, Laundry, Daily housekeeping, Air conditioning, Breakfast"
Hotel Shiva Intercontinental,"₹ 1,193",7.1,Good,254,"Paharganj, New Delhi",Standard Double Room,1 double bed,+₹ 143 taxes and charges,3,1 night, 2 adults,"₹ 1,193",False,True,2023-11-07,2023-11-08,"Airport shuttle, Room service, Restaurant, Family rooms, Free parking, Free WiFi, 24-hour front desk, Terrace, Laundry, Good breakfast"
Hotel Aman Continental - Paharganj,"₹ 5,920",6.7,Review score,74,"Paharganj, New Delhi",Deluxe Room,1 extra-large double bed,+₹ 710 taxes and charges,3,1 night, 2 adults,"₹ 5,920",False,True,2023-11-07,2023-11-08,"Airport shuttle (free), Non-smoking rooms, Room service, Restaurant, Family rooms, Facilities for disabled guests, Free WiFi, 24-hour front desk, Laundry, Good breakfast"
CASA CENTRAL,"₹ 1,634",8.6,Fabulous,317,"Paharganj, New Delhi",Standard Double Room,1 double bed,+₹ 196 taxes and charges,0,1 night, 2 adults,"₹ 1,634",False,True,2023-11-07,2023-11-08,"Family rooms, Free WiFi, Terrace, Air conditioning, Breakfast"
Hyatt Centric Janakpuri New Delhi,"₹ 11,925",6.4,Review score,395,"Janakpuri, New Delhi",Twin Room with 20% discount on food and soft beverages,2 single beds,"+₹ 2,147 taxes and charges",5,1 night, 2 adults,"₹ 11,925",False,True,2023-11-07,2023-11-08,"Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Facilities for disabled guests, Free WiFi, 24-hour front desk, Tea/coffee maker in all rooms, Breakfast"
Hotel Hoxton Pride at Delhi Airport,"₹ 1,127",7.4,Good,280,"South West, New Delhi",Deluxe Double Room,1 extra-large double bed,+₹ 135 taxes and charges,3,1 night, 2 adults,"₹ 1,295",True,False,2023-11-07,2023-11-08,"Airport shuttle, Non-smoking rooms, Room service, Spa and wellness centre, Restaurant, Family rooms, Free parking, Facilities for disabled guests, Free WiFi, Good breakfast"
FabHotel Majestic JPM I,"₹ 5,234",7.6,Good,91,"South Delhi, New Delhi",Deluxe Room,1 large double bed,+₹ 628 taxes and charges,3,1 night, 2 adults,"₹ 5,234",True,True,2023-11-07,2023-11-08,"Room service, Family rooms, Free WiFi, 24-hour front desk, Laundry, Daily housekeeping, Air conditioning"
Raj Mahal Inn,"₹ 1,200",7.2,Good,176,"Paharganj, New Delhi",Deluxe Double room Non AC,1 double bed,+₹ 144 taxes and charges,2,1 night, 2 adults,"₹ 1,200",False,True,2023-11-07,2023-11-08,"Airport shuttle, Non-smoking rooms, Room service, Family rooms, Free parking, Free WiFi, 24-hour front desk, Terrace, Laundry, Daily housekeeping"
Hotel The Magic Tree - Paharganj New Delhi,"₹ 2,576",7.5,Good,101,"Paharganj, New Delhi",Deluxe Double Room,1 large double bed,+₹ 309 taxes and charges,3,1 night, 2 adults,"₹ 5,600",False,True,2023-11-07,2023-11-08,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Family rooms, 24-hour front desk, Terrace, Laundry, Daily housekeeping, Breakfast"
Hotel Lohias Delhi Airport,"₹ 2,700",7.4,Good,65,"Mahipalpur, New Delhi",Deluxe Room,1 large double bed,+₹ 324 taxes and charges,3,1 night, 2 adults,"₹ 2,700",False,True,2023-11-07,2023-11-08,"Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Free WiFi, 24-hour front desk, Laundry, Daily housekeeping, Breakfast"
"Eros Hotel New Delhi, Nehru Place","₹ 25,500",7.4,Good,"2,184","Nehru Place, New Delhi",Superior Room with free Wi-Fi,Multiple bed types,"+₹ 4,590 taxes and charges",5,1 night, 2 adults,"₹ 25,500",False,True,2023-11-07,2023-11-08,"Outdoor swimming pool, Airport shuttle, Non-smoking rooms, Room service, Restaurant, Fitness centre, Free parking, Tea/coffee maker in all rooms, Bar, Good breakfast"
Hide-In Hostel Delhi,"₹ 2,499",7.7,Good,394,"Saket, New Delhi",Deluxe King Room,1 large double bed,+₹ 300 taxes and charges,0,1 night, 2 adults,"₹ 2,499",False,True,2023-11-07,2023-11-08,"Airport shuttle, Non-smoking rooms, Room service, Family rooms, Free parking, Free WiFi, 24-hour front desk, Terrace, Garden, Breakfast"
Hotel Smart Signature Delhi Airport,"₹ 1,305",7.5,Good,"1,095","South West, New Delhi",Deluxe Double Room,1 double bed,+₹ 157 taxes and charges,4,1 night, 2 adults,"₹ 2,609",False,True,2023-11-07,2023-11-08,"Airport shuttle, Non-smoking rooms, Room service, Family rooms, Free parking, 24-hour front desk, Air conditioning, Fabulous breakfast"
Collection O Radisson Blue Hotel Nearby Khajuri chowk-Signature Bridge,"₹ 1,697",2.7,Review score,4,New Delhi,Classic Triple Room,1 large double bed,+₹ 236 taxes and charges,3,1 night, 2 adults,"₹ 2,611",False,True,2023-11-07,2023-11-08,"Room service, Family rooms, 24-hour front desk, Daily housekeeping, Air conditioning"
Studio Apartment with Green lawns,"₹ 1,399",7.2,Good,59,Noida,Apartment with Balcony,"2 beds (1 extra-large double, 1 futon)",+₹ 753 taxes and charges,0,1 night, 2 adults,"₹ 1,399",False,True,2023-11-07,2023-11-08,"Outdoor swimming pool, Family rooms, Free parking, Facilities for disabled guests, Free WiFi"
Hotel Grand Regency - Delhi Airport,"₹ 5,199",7.0,Good,137,New Delhi,Deluxe Room,1 double bed,+₹ 624 taxes and charges,3,1 night, 2 adults,"₹ 5,199",False,True,2023-11-07,2023-11-08,"Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Free WiFi, 24-hour front desk, Terrace, Tea/coffee maker in all rooms, Good breakfast"
Lime Tree Hotel Near 32nd Avenue Sector 29 Gurgaon,"₹ 3,869",8.2,Very good,85,"Old Gurgaon, Gurgaon",Superior King Room,1 extra-large double bed,+₹ 464 taxes and charges,3,1 night, 2 adults,"₹ 3,869",False,True,2023-11-07,2023-11-08,"Airport shuttle, Non-smoking rooms, Room service, Family rooms, Free parking, Free WiFi, 24-hour front desk"
Super OYO Flagship Santosh Residency Near V3s Mall,"₹ 1,527",5.4,Review score,17,"East Delhi, New Delhi",Classic Triple Room,1 large double bed,+₹ 215 taxes and charges,3,1 night, 2 adults,"₹ 2,350",False,True,2023-11-07,2023-11-08,
Hotel Vertu,"₹ 6,300",6.8,Review score,698,"Mahipalpur, New Delhi",Deluxe Double Room,1 single bed,+₹ 756 taxes and charges,4,1 night, 2 adults,"₹ 6,300",True,True,2023-11-07,2023-11-08,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Free WiFi, 24-hour front desk, Terrace, Breakfast"
Hotel Sunstar Heights,"₹ 2,600",7.8,Good,185,"Karol bagh, New Delhi",Small Double or Twin Room,Beds: 1 double or 2 singles,+₹ 312 taxes and charges,3,1 night, 2 adults,"₹ 2,600",False,True,2023-11-07,2023-11-08,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Free WiFi, 24-hour front desk, Tea/coffee maker in all rooms, Breakfast"
OYO Forever Banquet & Rooms Near TDI Mall,"₹ 1,697",1.0,Review score,2,"Pashim Vihar, New Delhi",Classic Triple Room,3 double beds,+₹ 236 taxes and charges,3,1 night, 2 adults,"₹ 2,611",False,True,2023-11-07,2023-11-08,"Room service, Restaurant, Family rooms, Facilities for disabled guests, 24-hour front desk, Laundry, Air conditioning, Breakfast"
Hotel Airport Residency,"₹ 3,780",6.2,Review score,26,"South West, New Delhi",Deluxe Double Room,1 double bed,+₹ 454 taxes and charges,3,1 night, 2 adults,"₹ 3,780",False,True,2023-11-07,2023-11-08,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Family rooms, Fitness centre, Free parking, Facilities for disabled guests, Tea/coffee maker in all rooms, Breakfast"
OYO Flagship 83552 Anchal Guest House,"₹ 3,391",NA,NA,NA,"Paharganj, New Delhi",Classic Triple Room,1 large double bed,+₹ 439 taxes and charges,3,1 night, 2 adults,"₹ 3,391",False,True,2023-11-07,2023-11-08,"Room service, 24-hour front desk, Daily housekeeping"
FARM HOUSE - ENTIRE PLACE - HOME AWAY FROM HOME.,"₹ 8,075",NA,NA,NA,Bhundsi,Three-Bedroom Villa,"12 beds (6 doubles, 6 large doubles)","+₹ 1,454 taxes and charges",0,1 night, 2 adults,"₹ 8,075",False,True,2023-11-07,2023-11-08,Free parking
Trendy Bed & Breakfast,"₹ 6,299",8.2,Very good,8,"South Delhi, New Delhi",One-Bedroom Apartment,1 double bed,+₹ 756 taxes and charges,2,1 night, 2 adults,"₹ 6,299",True,True,2023-11-07,2023-11-08,"Non-smoking rooms, Family rooms, Free parking, Free WiFi, 24-hour front desk, Garden, Laundry, Daily housekeeping, Air conditioning, Breakfast"
FabHotel F9 Sector 19,"₹ 4,245",7.3,Good,26,Noida,Deluxe Room,1 double bed,+₹ 569 taxes and charges,3,1 night, 2 adults,"₹ 4,245",False,True,2023-11-07,2023-11-08,"Non-smoking rooms, Room service, Family rooms, Free WiFi, Breakfast"
Flagship Sr Residency Near CCD,"₹ 1,697",4.2,Review score,10,"West Delhi, New Delhi",Classic Triple Room,1 large double bed,+₹ 236 taxes and charges,3,1 night, 2 adults,"₹ 2,611",False,True,2023-11-07,2023-11-08,Air conditioning
Treebo Trend Coral Tree DLF Phase 1,"₹ 5,423",8.1,Very good,407,"Golf Course Road, Gurgaon",[Sanitized] Standard Double or Twin Room,Multiple bed types,+₹ 651 taxes and charges,3,1 night, 2 adults,"₹ 8,093",True,True,2023-11-07,2023-11-08,"Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Free WiFi, 24-hour front desk"
Hotel Aerotech Near IGI Airport,₹ 644,7.4,Good,308,"South West, New Delhi",Deluxe Room,1 extra-large double bed,+₹ 77 taxes and charges,4,1 night, 2 adults,"₹ 1,609",True,True,2023-11-07,2023-11-08,"Non-smoking rooms, Room service, Spa and wellness centre, Family rooms, Free parking, 24-hour front desk, Laundry, Daily housekeeping, Air conditioning, Superb breakfast"
"Udman By Ferns N Petals, Chattarpur","₹ 8,276",6.8,Review score,6,"Chattarpur, New Delhi",Superior Double Room,1 extra-large double bed,"+₹ 1,490 taxes and charges",4,1 night, 2 adults,"₹ 8,276",True,True,2023-11-07,2023-11-08,"Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Facilities for disabled guests, Free WiFi, 24-hour front desk, Tea/coffee maker in all rooms, Breakfast"
Bloom - Golf Course Road,"₹ 7,000",7.9,Good,76,"Sushant Lok, Gurgaon",Standard Queen Room,1 large double bed,+₹ 840 taxes and charges,3,1 night, 2 adults,"₹ 7,000",False,True,2023-11-07,2023-11-08,"Non-smoking rooms, Room service, Restaurant, Free WiFi, 24-hour front desk, Very good breakfast"
OYO Delight Hotel,"₹ 1,527",1.0,Review score,1,Jhajjar,Classic Triple Room,1 large double bed,+₹ 215 taxes and charges,3,1 night, 2 adults,"₹ 2,350",False,True,2023-11-07,2023-11-08,
Flagship Hotel Green Villa,"₹ 1,697",2.8,Review score,10,"South Delhi, New Delhi",Classic Triple Room,1 large double bed,+₹ 236 taxes and charges,3,1 night, 2 adults,"₹ 2,611",False,True,2023-11-07,2023-11-08,"24-hour front desk, Daily housekeeping, Air conditioning"
Bungalow 99,"₹ 13,859",9.1,Superb,101,"South Delhi, New Delhi",Double Room,1 extra-large double bed,"+₹ 2,495 taxes and charges",0,1 night, 2 adults,"₹ 13,859",False,True,2023-11-07,2023-11-08,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Free WiFi, 24-hour front desk, Tea/coffee maker in all rooms, Superb breakfast"
Hotel Arina Inn,"₹ 2,299",4.3,Review score,11,"Dariyaganj, New Delhi",Deluxe Double Room,1 extra-large double bed,+₹ 276 taxes and charges,3,1 night, 2 adults,"₹ 2,299",False,True,2023-11-07,2023-11-08,"Airport shuttle, Non-smoking rooms, Room service, Family rooms, Free WiFi, 24-hour front desk, Terrace, Laundry, Air conditioning, Breakfast"
"Regenta Suites Gurugram, Sohna Road, Sector 49","₹ 8,910",8.0,Very good,54,Gurgaon,Executive Double Room with Balcony,1 large double bed,"+₹ 1,604 taxes and charges",4,1 night, 2 adults,"₹ 9,900",False,True,2023-11-07,2023-11-08,"Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Facilities for disabled guests, Free WiFi, 24-hour front desk, Tea/coffee maker in all rooms, Breakfast"
The Orion - Greater Kailash,"₹ 3,899",5.8,Review score,12,"Greater Kailash 1, New Delhi",Deluxe Double Room,Beds: 1 double or 2 singles,+₹ 468 taxes and charges,4,1 night, 2 adults,"₹ 5,999",False,True,2023-11-07,2023-11-08,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Free WiFi, 24-hour front desk, Terrace, Breakfast"
AmigosIndia,"₹ 5,864",8.8,Fabulous,375,"Chattarpur, New Delhi",Deluxe Double or Twin Room,Beds: 1 double or 2 singles,+₹ 704 taxes and charges,3,1 night, 2 adults,"₹ 5,864",True,True,2023-11-07,2023-11-08,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Facilities for disabled guests, Free WiFi, 24-hour front desk, Good breakfast"
Collection O Hotel Downtown Near Dwarka Sector 9 Metro Station,"₹ 1,561",3.8,Review score,5,"Dwarka, New Delhi",Classic Triple Room,1 large double bed,+₹ 219 taxes and charges,3,1 night, 2 adults,"₹ 2,402",False,True,2023-11-07,2023-11-08,"Room service, 24-hour front desk, Daily housekeeping"
Silver Shine New Delhi - COMFORT STAY,"₹ 1,650",7.7,Good,505,"Paharganj, New Delhi",Deluxe Double Room,1 single bed,+₹ 198 taxes and charges,3,1 night, 2 adults,"₹ 1,650",False,True,2023-11-07,2023-11-08,"Non-smoking rooms, Room service, Family rooms, Free WiFi, 24-hour front desk, Terrace, Laundry, Daily housekeeping, Air conditioning, Superb breakfast"
Flagship Dream Inn Near Akshardham,"₹ 1,527",4.7,Review score,7,"East Delhi, New Delhi",Classic Triple Room,1 large double bed,+₹ 215 taxes and charges,3,1 night, 2 adults,"₹ 2,350",False,True,2023-11-07,2023-11-08,"Room service, Daily housekeeping, Air conditioning"
Hotel Royal Palace @ Patel Nagar Metro Station,"₹ 3,639",9.5,Exceptional,2,New Delhi,Deluxe Double Room,1 double bed,+₹ 437 taxes and charges,3,1 night, 2 adults,"₹ 5,599",False,True,2023-11-07,2023-11-08,"Airport shuttle (free), Non-smoking rooms, Room service, Family rooms, Free parking, 24-hour front desk, Terrace, Laundry, Daily housekeeping, Tea/coffee maker in all rooms"
Hotel Krishna Plaza - 5 min walk from New Delhi Railway Station,"₹ 3,799",6.8,Review score,30,"Paharganj, New Delhi",Deluxe Room,1 double bed,+₹ 456 taxes and charges,3,1 night, 2 adults,"₹ 3,799",False,True,2023-11-07,2023-11-08,"Airport shuttle, Non-smoking rooms, Room service, Family rooms, Facilities for disabled guests, Free WiFi, 24-hour front desk, Terrace, Laundry, Fabulous breakfast"
Haveli Dharampura - UNESCO awarded Boutique Heritage Hotel,"₹ 16,500",8.6,Fabulous,301,"North Delhi, New Delhi",Jharoka Room,1 double bed,"+₹ 2,970 taxes and charges",5,1 night, 2 adults,"₹ 16,500",True,True,2023-11-07,2023-11-08,"Airport shuttle, Room service, Restaurant, Free WiFi, 24-hour front desk, Terrace, Bar, Laundry, Daily housekeeping, Good breakfast"
The JRD Luxury Boutique,"₹ 4,770",5.3,Review score,82,"Safdarjung Enclave, New Delhi",Premium Twin Room with complimentary Hi Tea from 04pm till 06pm,2 single beds,+₹ 572 taxes and charges,3,1 night, 2 adults,"₹ 4,770",False,True,2023-11-07,2023-11-08,"Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Facilities for disabled guests, Free WiFi, 24-hour front desk, Terrace, Breakfast"
Airport Travel Inn Deluxe,₹ 856,7.0,Good,40,"South West, New Delhi",Deluxe Double Room with Balcony,1 large double bed,+₹ 103 taxes and charges,0,1 night, 2 adults,"₹ 1,070",True,False,2023-11-07,2023-11-08,"Airport shuttle, Non-smoking rooms, Room service, Family rooms, Fitness centre, Free parking, Free WiFi, 24-hour front desk, Terrace, Exceptional breakfast"
