hotel,price,score,avg review,reviews count,address,room_type,bed_type,extra_charges,hotel_rating,number_of_nights,number_of_adult,actual_price,breakfast_included,free_cancellation,checkin,checkout,amenities
Sky Suites,"₹ 5,893",7.6,Good,264,"Sector 40 - 44, Gurgaon",Deluxe Room (2 Adults + 1 Child),1 double bed,+₹ 707 taxes and charges,3,2 nights, 2 adults,"₹ 11,786",False,True,2023-12-08,2023-12-10,"Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Free WiFi, 24-hour front desk, Breakfast"
Hotel Z Suite-Near Delhi Airport,"₹ 4,950",7.0,Good,3,"Mahipalpur, New Delhi",Deluxe Room,1 extra-large double bed,+₹ 594 taxes and charges,4,2 nights, 2 adults,"₹ 11,000",False,True,2023-12-08,2023-12-10,"Airport shuttle (free), Non-smoking rooms, Room service, Family rooms, Free parking, 24-hour front desk, Air conditioning"
Hotel The IVY Grand With Free Secured Parking,"₹ 9,576",7.4,Good,698,"Paharganj, New Delhi",Deluxe Room,1 large double bed,"+₹ 1,149 taxes and charges",4,2 nights, 2 adults,"₹ 13,300",False,True,2023-12-08,2023-12-10,"Non-smoking rooms, Room service, Free WiFi, 24-hour front desk, Daily housekeeping, Air conditioning, Exceptional breakfast"
Hotel Hari Piorko,"₹ 4,724",7.7,Good,637,"Paharganj, New Delhi",Deluxe Room with Fish Aquarium,1 double bed,+₹ 567 taxes and charges,3,2 nights, 2 adults,"₹ 6,298",False,True,2023-12-08,2023-12-10,"Non-smoking rooms, Room service, Restaurant, Facilities for disabled guests, Free WiFi, 24-hour front desk, Laundry, Daily housekeeping, Air conditioning, Breakfast"
Treebo Trend Rockwell Plaza Karol Bagh,"₹ 12,968",7.3,Good,331,"Karol bagh, New Delhi",[Sanitized] Standard Double Room,Multiple bed types,"+₹ 1,556 taxes and charges",3,2 nights, 2 adults,"₹ 16,211",True,True,2023-12-08,2023-12-10,"Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Free WiFi, 24-hour front desk, Laundry, Daily housekeeping, Air conditioning"
"The Ashok, New Delhi","₹ 20,000",6.6,Review score,"1,733","Chanakyapuri, New Delhi",Standard Double Room - 15% Discount on Food & Soft Beverages,1 large double bed,"+₹ 3,600 taxes and charges",5,2 nights, 2 adults,"₹ 20,000",True,True,2023-12-08,2023-12-10,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Facilities for disabled guests, Free WiFi, 24-hour front desk, Bar"
Hotel Royal Grand,"₹ 4,666",7.0,Good,82,New Delhi,Deluxe Room,1 double bed,+₹ 560 taxes and charges,3,2 nights, 2 adults,"₹ 6,666",False,True,2023-12-08,2023-12-10,"Airport shuttle, Non-smoking rooms, Room service, Free parking, Free WiFi, 24-hour front desk, Laundry, Daily housekeeping, Tea/coffee maker in all rooms, Breakfast"
Ginger East Delhi,"₹ 6,998",4.4,Review score,130,"East Delhi, New Delhi",Standard Double or Twin Room early check-in and late check-out subjected to availability,1 double bed,+₹ 840 taxes and charges,3,2 nights, 2 adults,"₹ 6,998",False,True,2023-12-08,2023-12-10,"Non-smoking rooms, Fitness centre, Restaurant, Free parking, Facilities for disabled guests, Free WiFi, 24-hour front desk, Laundry, Tea/coffee maker in all rooms, Breakfast"
FabHotel Exotica Greenpark,"₹ 13,332",7.6,Good,266,"South Delhi, New Delhi",Deluxe Double Room,1 double bed,"+₹ 1,600 taxes and charges",3,2 nights, 2 adults,"₹ 13,332",True,True,2023-12-08,2023-12-10,"Non-smoking rooms, Room service, Family rooms, Free parking, Free WiFi, 24-hour front desk, Laundry, Daily housekeeping, Air conditioning"
Lime Tree Two BHK Service Apartment Golf Course Road Gurgaon,"₹ 17,998",9.0,Superb,36,Gurgaon,Two-Bedroom Apartment,"3 beds (2 doubles, 1 sofa bed)","+₹ 3,240 taxes and charges",3,2 nights, 2 adults,"₹ 17,998",True,True,2023-12-08,2023-12-10,"Non-smoking rooms, Family rooms, Free parking, Free WiFi, 24-hour front desk, Breakfast"
Hotel Aero Star Near Delhi Airport,"₹ 5,761",7.8,Good,469,"Mahipalpur, New Delhi",Deluxe Double or Twin Room,1 extra-large double bed,+₹ 691 taxes and charges,3,2 nights, 2 adults,"₹ 8,230",False,True,2023-12-08,2023-12-10,NA
Courtyard by Marriott Gurugram Downtown,"₹ 37,008",7.9,Good,"1,315",Gurgaon,Deluxe Twin Room,2 single beds,"+₹ 6,661 taxes and charges",5,2 nights, 2 adults,"₹ 37,008",False,True,2023-12-08,2023-12-10,"Outdoor swimming pool, Airport shuttle, Non-smoking rooms, Spa and wellness centre, Room service, Fitness centre, Restaurant, Tea/coffee maker in all rooms, Bar, Very good breakfast"
Hotel Viva Palace,"₹ 7,343",6.8,Review score,"3,192","Mahipalpur, New Delhi",Deluxe Double Room,1 extra-large double bed,+₹ 881 taxes and charges,4,2 nights, 2 adults,"₹ 10,798",False,True,2023-12-08,2023-12-10,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Free WiFi, 24-hour front desk, Tea/coffee maker in all rooms, Breakfast"
Hotel Fortuner Karol Bagh Just 1 km From New Delhi Railway Station,"₹ 6,286",6.9,Review score,183,"Karol bagh, New Delhi",Deluxe Double or Twin Room,1 bunk bed,+₹ 754 taxes and charges,4,2 nights, 2 adults,"₹ 8,730",True,True,2023-12-08,2023-12-10,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Free WiFi, 24-hour front desk, Tea/coffee maker in all rooms, Very good breakfast"
OYO Hotel The Miraj,"₹ 3,055",4.0,Review score,1,Sonīpat,Standard Double Room,1 large double bed,+₹ 431 taxes and charges,3,2 nights, 2 adults,"₹ 4,700",False,True,2023-12-08,2023-12-10,
Hotel Shelton,"₹ 8,328",7.2,Good,323,"Paharganj, New Delhi",Super Deluxe Room,Beds: 1 double or 2 singles,+₹ 999 taxes and charges,3,2 nights, 2 adults,"₹ 8,328",False,True,2023-12-08,2023-12-10,"Airport shuttle, Non-smoking rooms, Room service, Family rooms, Free WiFi, 24-hour front desk, Terrace, Laundry, Daily housekeeping, Breakfast"
The Gold Inn - Paharganj,"₹ 3,798",7.4,Good,71,"Paharganj, New Delhi",Deluxe Room,"2 beds (1 single, 1 double)",+₹ 456 taxes and charges,3,2 nights, 2 adults,"₹ 3,798",False,True,2023-12-08,2023-12-10,"Air conditioning, Very good breakfast"
Apra B & B At Delhi Airport,"₹ 2,077",9.9,Exceptional,21,"South West, New Delhi",Superior Double or Twin Room,"2 beds (1 single, 1 double)",+₹ 748 taxes and charges,3,2 nights, 2 adults,"₹ 3,196",True,True,2023-12-08,2023-12-10,"Airport shuttle, Non-smoking rooms, Room service, Family rooms, Free parking, Free WiFi, 24-hour front desk, Terrace, Tea/coffee maker in all rooms, Exceptional breakfast"
The Grand Orion - Kailash Colony,"₹ 9,099",7.6,Good,67,"Kailash Colony, New Delhi",Deluxe Double or Twin Room with City View,Multiple bed types,"+₹ 1,092 taxes and charges",3,2 nights, 2 adults,"₹ 13,998",False,True,2023-12-08,2023-12-10,"Non-smoking rooms, Room service, Restaurant, Free WiFi, 24-hour front desk, Laundry, Daily housekeeping, Air conditioning, Tea/coffee maker in all rooms, Breakfast"
Hotel Admire Inn,"₹ 11,198",7.5,Good,130,"New Friends Colony, New Delhi",Deluxe Double Room,1 extra-large double bed,"+₹ 1,344 taxes and charges",4,2 nights, 2 adults,"₹ 11,198",False,True,2023-12-08,2023-12-10,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Free WiFi, 24-hour front desk, Terrace, Good breakfast"
OYO Hotel Shubkamna,"₹ 3,394",4.4,Review score,8,Meerut,Classic Triple Room,1 large double bed,+₹ 471 taxes and charges,3,2 nights, 2 adults,"₹ 5,222",False,True,2023-12-08,2023-12-10,Room service
Hotel Stay Well Dx,"₹ 6,120",7.5,Good,502,"Paharganj, New Delhi",Deluxe Double Room,1 double bed,+₹ 734 taxes and charges,3,2 nights, 2 adults,"₹ 6,120",False,True,2023-12-08,2023-12-10,"Airport shuttle, Non-smoking rooms, Room service, Family rooms, Free parking, Free WiFi, 24-hour front desk, Laundry, Daily housekeeping, Tea/coffee maker in all rooms"
Bloomrooms @ New Delhi Railway Station,"₹ 8,200",7.8,Good,732,"Paharganj, New Delhi",Value Twin Room,2 bunk beds,+₹ 984 taxes and charges,3,2 nights, 2 adults,"₹ 8,200",False,True,2023-12-08,2023-12-10,"Non-smoking rooms, Restaurant, Free WiFi, 24-hour front desk, Laundry, Daily housekeeping, Air conditioning, Breakfast"
Bed and Chaï - Boutique stay & tours,"₹ 6,000",8.0,Very good,34,"Greater Kailash 1, New Delhi",Double Room with Private Bathroom,1 double bed,+₹ 720 taxes and charges,0,2 nights, 2 adults,"₹ 6,000",False,True,2023-12-08,2023-12-10,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Free WiFi, Terrace, Laundry, Breakfast"
Flagship Vj Hotel,"₹ 3,123",1.0,Review score,2,Rewāri,Classic Triple Room,1 large double bed,+₹ 439 taxes and charges,3,2 nights, 2 adults,"₹ 4,804",False,True,2023-12-08,2023-12-10,Room service
The Park New Delhi,"₹ 23,998",5.5,Review score,"3,278","Connaught Place, New Delhi",Luxury Room with breakfast,1 large double bed,"+₹ 4,320 taxes and charges",5,2 nights, 2 adults,"₹ 23,998",True,True,2023-12-08,2023-12-10,"Outdoor swimming pool, Airport shuttle, Non-smoking rooms, Spa and wellness centre, Room service, Fitness centre, Restaurant, Family rooms, Bar, Breakfast"
Bloom Boutique l GK-1,"₹ 12,000",8.1,Very good,283,"Greater Kailash 1, New Delhi",Deluxe King Room,1 extra-large double bed,"+₹ 1,440 taxes and charges",3,2 nights, 2 adults,"₹ 12,000",False,True,2023-12-08,2023-12-10,"Airport shuttle (free), Non-smoking rooms, Room service, Restaurant, Free parking, Free WiFi, 24-hour front desk, Laundry, Daily housekeeping, Breakfast"
The Lodhi – A member of The Leading Hotels Of The World,"₹ 48,600",8.4,Very good,558,New Delhi,Lodhi Standard Room Without Plunge Pool with complimentary spa credit worth INR 1200,1 extra-large double bed,"+₹ 8,748 taxes and charges",5,2 nights, 2 adults,"₹ 54,000",False,True,2023-12-08,2023-12-10,"Outdoor swimming pool, Airport shuttle, Non-smoking rooms, Spa and wellness centre, Room service, Fitness centre, Restaurant, Family rooms, Bar, Good breakfast"
JRD Pride,"₹ 14,683",6.9,Review score,233,"South Delhi, New Delhi",Superior Double or Twin Room with complimentary Hi Tea from 04pm till 06pm,1 double bed,"+₹ 1,762 taxes and charges",4,2 nights, 2 adults,"₹ 14,683",False,True,2023-12-08,2023-12-10,"Airport shuttle, Non-smoking rooms, Room service, Fitness centre, Restaurant, Family rooms, Free parking, Facilities for disabled guests, Free WiFi, Breakfast"
Hotel Gold Souk - Karol Bagh,"₹ 10,798",8.1,Very good,205,"Karol bagh, New Delhi",Deluxe Double Room,1 extra-large double bed,"+₹ 1,296 taxes and charges",3,2 nights, 2 adults,"₹ 10,798",True,True,2023-12-08,2023-12-10,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Free WiFi, 24-hour front desk, Tea/coffee maker in all rooms, Good breakfast"
The Gold Regency - 02 Mins from New Delhi Railway Station,"₹ 6,420",7.2,Good,243,"Paharganj, New Delhi",Deluxe Room,1 extra-large double bed,+₹ 770 taxes and charges,3,2 nights, 2 adults,"₹ 10,700",False,True,2023-12-08,2023-12-10,"Airport shuttle (free), Non-smoking rooms, Room service, Fitness centre, Restaurant, Family rooms, Free WiFi, 24-hour front desk, Bar, Breakfast"
BK Studio,"₹ 2,700",7.9,Good,106,"Sector 40 - 44, Gurgaon",Deluxe Double Room with Shower,1 double bed,+₹ 324 taxes and charges,3,2 nights, 2 adults,"₹ 2,700",True,True,2023-12-08,2023-12-10,"Non-smoking rooms, Room service, Free parking, Free WiFi, 24-hour front desk"
Hotel Earth,"₹ 2,090",7.0,Good,998,"Mahipalpur, New Delhi",Deluxe Double Room,1 double bed,+₹ 251 taxes and charges,3,2 nights, 2 adults,"₹ 2,090",False,True,2023-12-08,2023-12-10,"Airport shuttle, Non-smoking rooms, Room service, Family rooms, Free parking, 24-hour front desk, Laundry, Daily housekeeping, Air conditioning"
Hotel Baba Deluxe -By RCG Hotels,"₹ 9,000",7.9,Good,823,"Paharganj, New Delhi",Superior King Room,1 double bed,"+₹ 1,080 taxes and charges",3,2 nights, 2 adults,"₹ 9,000",False,True,2023-12-08,2023-12-10,"Airport shuttle, Non-smoking rooms, Room service, Family rooms, Free parking, Facilities for disabled guests, Free WiFi, 24-hour front desk, Terrace, Fabulous breakfast"
FabHotel The Chaitanyas,"₹ 7,645",5.7,Review score,31,"Rohini, New Delhi",Deluxe Room,1 large double bed,+₹ 917 taxes and charges,3,2 nights, 2 adults,"₹ 7,645",False,True,2023-12-08,2023-12-10,"Room service, Free WiFi, 24-hour front desk, Air conditioning"
OYO HOME 81033 The Trust Residency,"₹ 3,055",NA,NA,NA,Meerut,Apartment,1 large double bed,+₹ 431 taxes and charges,0,2 nights, 2 adults,"₹ 4,700",False,True,2023-12-08,2023-12-10,Room service
Hotel Sky Rich International - 05 Mins from Karol Bagh Metro Station,"₹ 6,479",7.5,Good,313,"Karol bagh, New Delhi",Deluxe Room,Multiple bed types,+₹ 777 taxes and charges,4,2 nights, 2 adults,"₹ 10,798",False,True,2023-12-08,2023-12-10,"Airport shuttle, Non-smoking rooms, Room service, Family rooms, Free parking, Facilities for disabled guests, Free WiFi, 24-hour front desk, Tea/coffee maker in all rooms, Good breakfast"
Blu Lagoon Inn - Select Citywalk Mall,"₹ 4,400",8.3,Very good,77,"Malviya Nagar, New Delhi",Deluxe Double Room (2 Adults + 1 Child),1 double bed,+₹ 528 taxes and charges,3,2 nights, 2 adults,"₹ 4,400",False,True,2023-12-08,2023-12-10,"Non-smoking rooms, Room service, Family rooms, Free parking, Free WiFi, 24-hour front desk, Terrace, Laundry, Daily housekeeping, Exceptional breakfast"
Hotel Airlift INN at Delhi Airport,"₹ 8,998",8.1,Very good,376,"Mahipalpur, New Delhi",Small Double Room,1 large double bed,"+₹ 1,080 taxes and charges",3,2 nights, 2 adults,"₹ 8,998",False,True,2023-12-08,2023-12-10,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Free WiFi, 24-hour front desk, Laundry, Fabulous breakfast"
Caspia Hotel New Delhi,"₹ 8,640",5.4,Review score,129,New Delhi,Superior Queen Room,"2 beds (1 sofa bed, 1 large double)","+₹ 1,037 taxes and charges",3,2 nights, 2 adults,"₹ 8,640",False,True,2023-12-08,2023-12-10,"Airport shuttle, Non-smoking rooms, Room service, Fitness centre, Restaurant, Family rooms, Free parking, Facilities for disabled guests, Tea/coffee maker in all rooms, Breakfast"
"Holiday Inn Express Gurugram Sector 50, an IHG Hotel","₹ 8,625",6.3,Review score,"1,662",Gurgaon,Standard Queen Room with 15% discount on F&B and Free Laundromat,1 large double bed,"+₹ 1,035 taxes and charges",4,2 nights, 2 adults,"₹ 8,625",True,False,2023-12-08,2023-12-10,"Airport shuttle, Non-smoking rooms, Room service, Fitness centre, Restaurant, Free parking, Facilities for disabled guests, Free WiFi, Tea/coffee maker in all rooms, Good breakfast"
Itsy By Treebo - Connaught Mews,"₹ 17,773",6.4,Review score,96,"Connaught Place, New Delhi",Deluxe Double Room,1 extra-large double bed,"+₹ 3,199 taxes and charges",3,2 nights, 2 adults,"₹ 26,527",True,True,2023-12-08,2023-12-10,"Non-smoking rooms, Room service, Family rooms, Free WiFi, 24-hour front desk, Laundry, Daily housekeeping, Air conditioning, Breakfast"
Smyle Inn - 3 minutes walk From New Delhi Railway Station,"₹ 2,831",7.8,Good,937,"Paharganj, New Delhi",Standard Double or Twin Room,Beds: 1 double or 2 singles,+₹ 340 taxes and charges,3,2 nights, 2 adults,"₹ 2,831",True,True,2023-12-08,2023-12-10,"Airport shuttle, Non-smoking rooms, Room service, Family rooms, Free WiFi, 24-hour front desk, Terrace, Laundry, Daily housekeeping, Good breakfast"
Aashianaa Gracious Living,"₹ 6,715",8.6,Fabulous,107,"South Delhi, New Delhi",Superior Double Room with Balcony,1 double bed,+₹ 806 taxes and charges,0,2 nights, 2 adults,"₹ 6,715",False,True,2023-12-08,2023-12-10,"Non-smoking rooms, Room service, Family rooms, Free parking, Free WiFi, Terrace, Laundry, Daily housekeeping, Air conditioning, Tea/coffee maker in all rooms"
OYO Hotel Crown Plaza,"₹ 3,055",NA,NA,NA,Bulandshahr,Classic Triple Room,1 large double bed,+₹ 431 taxes and charges,3,2 nights, 2 adults,"₹ 4,700",False,True,2023-12-08,2023-12-10,Room service
Skylink Suites Bed & Breakfast,"₹ 5,798",7.3,Good,40,"South Delhi, New Delhi",Luxury Double Room,1 double bed,+₹ 696 taxes and charges,3,2 nights, 2 adults,"₹ 5,798",True,True,2023-12-08,2023-12-10,"Airport shuttle (free), Non-smoking rooms, Room service, Family rooms, Free parking, Facilities for disabled guests, Free WiFi, 24-hour front desk, Terrace, Good breakfast"
"Staybook - Hotel City Stories - By Aira Xing, Paharganj, New Delhi","₹ 4,900",7.8,Good,311,"Paharganj, New Delhi",Family Studio,Entire studio • 1 bathroom • 30m²,+₹ 588 taxes and charges,4,2 nights, 2 adults,"₹ 4,900",False,True,2023-12-08,2023-12-10,"Airport shuttle, Non-smoking rooms, Room service, Fitness centre, Family rooms, Free parking, Facilities for disabled guests, Free WiFi, 24-hour front desk, Exceptional breakfast"
Hotel Tashkent Palace - New Delhi Railway Station - Paharganj,"₹ 2,300",7.1,Good,625,"Paharganj, New Delhi",Budget Double Room,1 double bed,+₹ 276 taxes and charges,3,2 nights, 2 adults,"₹ 4,600",False,True,2023-12-08,2023-12-10,"Airport shuttle, Room service, Family rooms, Free WiFi, 24-hour front desk, Laundry, Air conditioning, Breakfast"
"Leaf 9, Cyber City","₹ 4,800",8.9,Fabulous,59,"DLF Cyber City, Gurgaon",Deluxe Double Room (2 Adults + 1 Child),1 double bed,+₹ 576 taxes and charges,3,2 nights, 2 adults,"₹ 8,000",False,True,2023-12-08,2023-12-10,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Free parking, Free WiFi, 24-hour front desk, Breakfast"
The Resident Studio Serviced Apartment Near Artemis Hospital,"₹ 13,799",9.2,Superb,25,"Golf Course Road, Gurgaon",One-Bedroom Apartment,"2 beds (1 extra-large double, 1 sofa bed)","+₹ 1,656 taxes and charges",0,2 nights, 2 adults,"₹ 19,998",False,True,2023-12-08,2023-12-10,"Airport shuttle, Non-smoking rooms, Room service, Family rooms, Free parking, Facilities for disabled guests, Free WiFi, 24-hour front desk, Breakfast"
Hotel Billions IGI Airport,"₹ 4,050",8.3,Very good,44,"South West, New Delhi",Deluxe Double Room,1 double bed,+₹ 486 taxes and charges,4,2 nights, 2 adults,"₹ 4,050",False,True,2023-12-08,2023-12-10,"Airport shuttle, Non-smoking rooms, Room service, Fitness centre, Family rooms, Free parking, Facilities for disabled guests, 24-hour front desk, Tea/coffee maker in all rooms, Breakfast"
FabExpress Le Continental,"₹ 6,508",7.8,Good,199,"Paharganj, New Delhi",Deluxe Room,1 double bed,+₹ 781 taxes and charges,3,2 nights, 2 adults,"₹ 6,508",False,True,2023-12-08,2023-12-10,"Non-smoking rooms, Room service, Family rooms, Free parking, Facilities for disabled guests, Free WiFi, 24-hour front desk, Laundry, Daily housekeeping, Air conditioning"
"The Westin Gurgaon, New Delhi","₹ 44,000",7.8,Good,942,"City Center - Sector 29, Gurgaon",Premium King Room Pool View,1 extra-large double bed,"+₹ 7,920 taxes and charges",5,2 nights, 2 adults,"₹ 44,000",False,True,2023-12-08,2023-12-10,"2 swimming pools, Airport shuttle, Non-smoking rooms, Spa and wellness centre, Room service, Fitness centre, Restaurant, Free parking, Bar, Very good breakfast"
Hotel Royal inn,"₹ 2,340",2.7,Review score,3,Badarpur,Deluxe Double Room (2 Adults + 1 Child),1 double bed,+₹ 281 taxes and charges,3,2 nights, 2 adults,"₹ 2,340",False,True,2023-12-08,2023-12-10,"Room service, Family rooms, Free parking"
"Sarovar Portico Naraina, Hotel","₹ 14,400",6.6,Review score,77,"West Delhi, New Delhi",Superior Twin Bed Rooms- Two Single Bed,NA,"+₹ 1,728 taxes and charges",3,2 nights, 2 adults,"₹ 14,400",False,True,2023-12-08,2023-12-10,"Airport shuttle, Non-smoking rooms, Room service, Free parking, Facilities for disabled guests, Free WiFi, 24-hour front desk, Laundry, Daily housekeeping, Breakfast"
GURU KRIPA GARDEN,"₹ 2,880",6.7,Review score,34,Govardhan,Family Room,1 double bed,+₹ 346 taxes and charges,0,2 nights, 2 adults,"₹ 2,880",False,False,2023-12-08,2023-12-10,"Non-smoking rooms, Room service, Family rooms, Free parking, Free WiFi"
FabHotel F9 Chhatarpur,"₹ 5,523",7.9,Good,8,"Chattarpur, New Delhi",Deluxe Room,1 double bed,+₹ 663 taxes and charges,3,2 nights, 2 adults,"₹ 5,523",False,True,2023-12-08,2023-12-10,"Non-smoking rooms, Room service, Family rooms, Free WiFi, 24-hour front desk, Air conditioning, Breakfast"
Hotel Jagannath - Chittaranjan Park,"₹ 2,200",7.4,Good,18,"South Delhi, New Delhi",Deluxe Double Room (2 Adults + 1 Child),1 large double bed,+₹ 264 taxes and charges,3,2 nights, 2 adults,"₹ 2,200",False,True,2023-12-08,2023-12-10,"Non-smoking rooms, Room service, Family rooms, Free parking, Free WiFi, 24-hour front desk, Terrace, Garden, Air conditioning"
Hotel Aura,"₹ 5,821",7.7,Good,826,"Paharganj, New Delhi",Standard Room,1 double bed,+₹ 699 taxes and charges,3,2 nights, 2 adults,"₹ 5,821",False,True,2023-12-08,2023-12-10,"Airport shuttle (free), Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Free WiFi, 24-hour front desk, Laundry, Very good breakfast"
Bloom Boutique l Signature Towers,"₹ 10,000",7.8,Good,400,"Sector 40 - 44, Gurgaon",Deluxe King Room,1 double bed,"+₹ 1,200 taxes and charges",4,2 nights, 2 adults,"₹ 10,000",False,True,2023-12-08,2023-12-10,"Airport shuttle, Non-smoking rooms, Room service, Fitness centre, Restaurant, Free WiFi, 24-hour front desk, Breakfast"
Indus Biznotel,"₹ 10,000",7.8,Good,95,"Greater Kailash 1, New Delhi",Executive Double or Twin Room,Beds: 1 double or 2 singles,"+₹ 1,200 taxes and charges",4,2 nights, 2 adults,"₹ 10,000",False,True,2023-12-08,2023-12-10,"Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Free WiFi, 24-hour front desk, Terrace, Tea/coffee maker in all rooms, Breakfast"
Hotel city lite Near IGI Airport,"₹ 1,316",7.3,Good,532,"South West, New Delhi",Deluxe Room,1 extra-large double bed,+₹ 316 taxes and charges,3,2 nights, 2 adults,"₹ 3,290",True,True,2023-12-08,2023-12-10,"Airport shuttle, Room service, Fitness centre, Family rooms, Free parking, Free WiFi, 24-hour front desk, Laundry, Daily housekeeping, Very good breakfast"
Zaza Stay,"₹ 10,000",9.0,Superb,132,"South Delhi, New Delhi",Deluxe Double or Twin Room with Garden View,1 extra-large double bed,"+₹ 1,200 taxes and charges",0,2 nights, 2 adults,"₹ 10,000",False,True,2023-12-08,2023-12-10,"Airport shuttle, Non-smoking rooms, Room service, Free parking, Free WiFi, Terrace, Garden, Laundry, Daily housekeeping, Air conditioning"
Mahagun Sarovar Portico Suites,"₹ 13,318",6.2,Review score,440,Ghaziabad,Studio - 2 Single Beds,NA,"+₹ 1,598 taxes and charges",4,2 nights, 2 adults,"₹ 13,318",True,True,2023-12-08,2023-12-10,"Outdoor swimming pool, Airport shuttle, Non-smoking rooms, Spa and wellness centre, Room service, Fitness centre, Restaurant, Tea/coffee maker in all rooms, Bar, Breakfast"
Hotel Aerocity Purple Orchid,"₹ 3,590",7.5,Good,219,New Delhi,Deluxe Double Room,1 extra-large double bed,+₹ 431 taxes and charges,3,2 nights, 2 adults,"₹ 3,590",False,True,2023-12-08,2023-12-10,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Free WiFi, 24-hour front desk, Tea/coffee maker in all rooms, Breakfast"
The C Park Inn Karol Bagh Homely Atmosphere,"₹ 4,400",6.9,Review score,91,"Karol bagh, New Delhi",Deluxe Double Room,Beds: 1 double or 2 singles,+₹ 528 taxes and charges,3,2 nights, 2 adults,"₹ 8,000",True,True,2023-12-08,2023-12-10,"Non-smoking rooms, Room service, Facilities for disabled guests, Free WiFi, 24-hour front desk, Terrace, Laundry, Daily housekeeping, Air conditioning, Breakfast"
Hotel The Royal Plaza,"₹ 13,858",4.7,Review score,"1,043","Central Delhi, New Delhi","Standard Double Room - Wifi, 20% Discount on Food & Soft Beverages, Spa & Saloon services",1 extra-large double bed,"+₹ 1,663 taxes and charges",4,2 nights, 2 adults,"₹ 13,858",False,False,2023-12-08,2023-12-10,"Outdoor swimming pool, Airport shuttle (free), Non-smoking rooms, Spa and wellness centre, Room service, Fitness centre, Restaurant, Tea/coffee maker in all rooms, Bar, Breakfast"
Hotel Shanti Plaza-By Haveliya Hotels,"₹ 4,386",7.2,Good,655,"Paharganj, New Delhi",Executive Double or Twin Room,Beds: 1 double or 2 singles,+₹ 526 taxes and charges,4,2 nights, 2 adults,"₹ 5,160",False,True,2023-12-08,2023-12-10,"Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Free WiFi, 24-hour front desk, Terrace, Tea/coffee maker in all rooms, Breakfast"
Hotel JRD Exotica,"₹ 11,000",6.0,Review score,69,"Safdarjung Enclave, New Delhi",Superior Twin Room with complimentary Hi Tea from 04pm till 06pm,2 single beds,"+₹ 1,320 taxes and charges",3,2 nights, 2 adults,"₹ 11,000",False,True,2023-12-08,2023-12-10,"Airport shuttle, Non-smoking rooms, Room service, Fitness centre, Family rooms, Free parking, Facilities for disabled guests, Free WiFi, Tea/coffee maker in all rooms, Breakfast"
The Orion Plaza - Nehru Place,"₹ 10,399",7.1,Good,393,"South Delhi, New Delhi",Deluxe Double or Twin Room,Beds: 1 double or 2 singles,"+₹ 1,248 taxes and charges",4,2 nights, 2 adults,"₹ 10,399",False,True,2023-12-08,2023-12-10,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Free WiFi, 24-hour front desk, Tea/coffee maker in all rooms, Breakfast"
Hotel Town Grand Patel Nagar New Delhi Couple Friendly,"₹ 12,598",7.0,Good,75,New Delhi,Double Room with Private Bathroom,1 extra-large double bed,"+₹ 1,512 taxes and charges",3,2 nights, 2 adults,"₹ 12,598",True,True,2023-12-08,2023-12-10,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Facilities for disabled guests, 24-hour front desk, Terrace, Breakfast"
Treebo Trend Jannat Residency,"₹ 12,324",7.0,Good,45,"South West, New Delhi",Standard Double Room,1 extra-large double bed,"+₹ 1,479 taxes and charges",3,2 nights, 2 adults,"₹ 15,406",True,True,2023-12-08,2023-12-10,"Non-smoking rooms, Room service, Restaurant, Free WiFi, 24-hour front desk, Laundry, Daily housekeeping, Air conditioning, Breakfast"
Hotel Ritz,"₹ 7,425",7.8,Good,541,"Paharganj, New Delhi",Deluxe Room,1 double bed,+₹ 891 taxes and charges,3,2 nights, 2 adults,"₹ 9,900",True,True,2023-12-08,2023-12-10,"Non-smoking rooms, Room service, Free parking, Free WiFi, 24-hour front desk, Terrace, Laundry, Daily housekeeping, Air conditioning, Good breakfast"
Collection O 35983 Metaltech,"₹ 3,394",NA,NA,NA,"South West, New Delhi",Classic Triple Room,1 large double bed,+₹ 471 taxes and charges,3,2 nights, 2 adults,"₹ 5,222",False,True,2023-12-08,2023-12-10,"Facilities for disabled guests, Laundry, Daily housekeeping, Air conditioning"
